arm,k,question_id,type,metric,value
vector,50,CollaborationForce::a::6,pr,bleu,0.2304950429247995
vector,50,CollaborationForce::a::6,pr,exact_match,0.0
vector,50,ConnectForce::a::5,pr,context_precision_id,0.04
vector,50,CollaborationForce::a::6,pr,chrf,0.5214139405943
vector,50,CollaborationForce::a::6,pr,string_presence,0.0
vector,50,ConnectForce::a::5,pr,context_recall_id,0.0625
vector,50,ConnectForce::a::5,pr,string_similarity,0.045128205128205146
vector,50,ConnectForce::a::5,pr,rouge,0.08974358974358974
vector,50,ConnectForce::a::5,pr,bleu,0.005317343965184799
vector,50,CollaborationForce::a::6,pr,context_precision_nonllm,0.7086933282949616
vector,50,ConnectForce::a::5,pr,exact_match,0.0
vector,50,ConnectForce::a::5,pr,chrf,0.20464690956048126
vector,50,ConnectForce::a::5,pr,context_precision_nonllm,0.22017269963858305
vector,50,CollaborationForce::a::6,pr,context_recall_nonllm,0.19148936170212766
vector,50,ConnectForce::a::5,pr,string_presence,0.0
vector,50,ContentForce::a::2,content,context_recall_id,0.16666666666666666
vector,50,ConnectForce::a::5,pr,context_recall_nonllm,0.0625
vector,50,ContentForce::a::2,content,string_similarity,0.16328828828828834
vector,50,ContentForce::a::2,content,context_precision_id,0.04
vector,50,ContentForce::a::2,content,chrf,0.23683008093266647
vector,50,ContentForce::a::2,content,bleu,0.025634249663084568
vector,50,ContentForce::a::2,content,rouge,0.09696969696969697
vector,50,ContentForce::a::2,content,exact_match,0.0
vector,50,ContentForce::a::2,content,context_precision_nonllm,0.1112968729360795
vector,50,ContentForce::a::2,content,context_recall_nonllm,0.16666666666666666
vector,50,ContextForce::a::1,person,context_precision_id,0.0
vector,50,ContentForce::a::2,content,string_presence,0.0
vector,50,ContextForce::a::1,person,string_similarity,0.08143322475570036
vector,50,ContextForce::a::1,person,bleu,0.012089503751329373
vector,50,ContextForce::a::1,person,context_recall_id,0.0
vector,50,ContextForce::a::1,person,rouge,0.03389830508474576
vector,50,ContextForce::a::1,person,string_presence,0.0
vector,50,ContextForce::a::1,person,chrf,0.06844007307532064
vector,50,ContextForce::a::1,person,context_recall_nonllm,0.0
vector,50,EdgeForce::a::2,person,context_recall_id,0.0
vector,50,ContextForce::a::1,person,exact_match,0.0
vector,50,EdgeForce::a::2,person,context_precision_id,0.0
vector,50,ContextForce::a::1,person,context_precision_nonllm,0.0
vector,50,EdgeForce::a::2,person,string_similarity,0.044303797468354444
vector,50,EdgeForce::a::2,person,context_precision_nonllm,0.0
vector,50,EdgeForce::a::2,person,bleu,0.0
vector,50,EdgeForce::a::2,person,rouge,0.037037037037037035
vector,50,EdgeForce::a::2,person,context_recall_nonllm,0.0
vector,50,ExplainabilityForce::a::6,pr,context_recall_id,0.11764705882352941
vector,50,EdgeForce::a::2,person,exact_match,0.0
vector,50,EdgeForce::a::2,person,string_presence,0.0
vector,50,EdgeForce::a::2,person,chrf,0.048044309258524015
vector,50,ExplainabilityForce::a::6,pr,context_precision_id,0.04
vector,50,ExplainabilityForce::a::6,pr,string_similarity,0.061026352288488184
vector,50,ExplainabilityForce::a::6,pr,chrf,0.25261704338032753
vector,50,ExplainabilityForce::a::6,pr,rouge,0.11320754716981131
vector,50,ExplainabilityForce::a::6,pr,bleu,0.23719227604430487
vector,50,ExplainabilityForce::a::6,pr,exact_match,0.0
vector,50,ExplainabilityForce::a::6,pr,context_recall_nonllm,0.11764705882352941
vector,50,ExplainabilityForce::a::6,pr,string_presence,0.0
vector,50,FeedbackForce::a::5,content,context_precision_id,0.04
vector,50,FeedbackForce::a::5,content,context_recall_id,0.05714285714285714
vector,50,FeedbackForce::a::5,content,bleu,0.0098784807693085
vector,50,FeedbackForce::a::5,content,chrf,0.4168023860124704
vector,50,FeedbackForce::a::5,content,string_similarity,0.26136363636363635
vector,50,ExplainabilityForce::a::6,pr,context_precision_nonllm,0.2655462184807563
vector,50,FeedbackForce::a::5,content,rouge,0.20512820512820512
vector,50,FeedbackForce::a::5,content,exact_match,0.0
vector,50,FlowForce::a::3,person,context_recall_id,0.0
vector,50,FeedbackForce::a::5,content,context_precision_nonllm,0.03938484620958364
vector,50,FeedbackForce::a::5,content,string_presence,0.0
vector,50,FeedbackForce::a::5,content,context_recall_nonllm,0.08571428571428572
vector,50,FlowForce::a::3,person,context_recall_nonllm,0.0
vector,50,FlowForce::a::3,person,context_precision_nonllm,0.0
vector,50,FlowForce::a::3,person,bleu,0.010695951901953334
vector,50,FlowForce::a::3,person,string_similarity,0.0402542372881356
vector,50,FlowForce::a::3,person,chrf,0.06973741431636336
vector,50,FlowForce::a::3,person,context_precision_id,0.0
vector,50,FlowForce::a::3,person,rouge,0.04938271604938272
vector,50,FlowForce::a::3,person,exact_match,0.0
vector,50,ForecastForce::a::4,content,context_precision_id,0.0
vector,50,ForecastForce::a::4,content,context_recall_id,0.0
vector,50,FlowForce::a::3,person,string_presence,0.0
vector,50,ForecastForce::a::4,content,bleu,0.002337142273401166
vector,50,ForecastForce::a::4,content,string_similarity,0.15662650602409633
vector,50,ForecastForce::a::4,content,chrf,0.26639387269910003
vector,50,ForecastForce::a::4,content,rouge,0.09821428571428571
vector,50,ForecastForce::a::4,content,string_presence,0.0
vector,50,InsightForce::a::5,content,context_precision_id,0.1
vector,50,ForecastForce::a::4,content,exact_match,0.0
vector,50,InsightForce::a::5,content,context_recall_id,0.17857142857142858
vector,50,InsightForce::a::5,content,string_similarity,0.10461538461538467
vector,50,InsightForce::a::5,content,bleu,0.00971102687268996
vector,50,ForecastForce::a::4,content,context_recall_nonllm,0.0
vector,50,InsightForce::a::5,content,exact_match,0.0
vector,50,InsightForce::a::5,content,string_presence,0.0
vector,50,InsightForce::a::5,content,chrf,0.2794339668922912
vector,50,InsightForce::a::5,content,rouge,0.07692307692307691
vector,50,KnowledgeForce::a::4,content,context_precision_id,0.1
vector,50,KnowledgeForce::a::4,content,context_recall_id,0.38461538461538464
vector,50,KnowledgeForce::a::4,content,context_precision_nonllm,0.2531724980271674
vector,50,ForecastForce::a::4,content,context_precision_nonllm,0.0
vector,50,KnowledgeForce::a::4,content,string_similarity,0.0905321354526607
vector,50,KnowledgeForce::a::4,content,bleu,0.028891619963541715
vector,50,KnowledgeForce::a::4,content,rouge,0.1222707423580786
vector,50,KnowledgeForce::a::4,content,chrf,0.2529247345983873
vector,50,InsightForce::a::5,content,context_precision_nonllm,0.1472874579100031
vector,50,KnowledgeForce::a::4,content,context_recall_nonllm,0.38461538461538464
vector,50,LeadForce::a::5,content,context_precision_id,0.0
vector,50,KnowledgeForce::a::4,content,exact_match,0.0
vector,50,KnowledgeForce::a::4,content,string_presence,0.0
vector,50,LeadForce::a::5,content,context_recall_id,0.0
vector,50,LeadForce::a::5,content,string_similarity,0.2387096774193549
vector,50,InsightForce::a::5,content,context_recall_nonllm,0.17857142857142858
vector,50,LeadForce::a::5,content,bleu,0.02354765352995831
vector,50,LeadForce::a::5,content,chrf,0.2940004907379349
vector,50,LeadForce::a::5,content,rouge,0.0816326530612245
vector,50,MonitorForce::a::5,pr,context_recall_id,0.0625
vector,50,LeadForce::a::5,content,exact_match,0.0
vector,50,LeadForce::a::5,content,string_presence,0.0
vector,50,LeadForce::a::5,content,context_precision_nonllm,0.0
vector,50,MonitorForce::a::5,pr,context_precision_id,0.02
vector,50,MonitorForce::a::5,pr,context_precision_nonllm,0.7499999999625
vector,50,MonitorForce::a::5,pr,string_similarity,0.05791505791505791
vector,50,MonitorForce::a::5,pr,context_recall_nonllm,0.0625
vector,50,MonitorForce::a::5,pr,string_presence,0.0
vector,50,MonitorForce::a::5,pr,exact_match,0.0
vector,50,MonitorForce::a::5,pr,chrf,0.09740574868401891
vector,50,PersonalizeForce::a::7,content,context_precision_id,0.04
vector,50,MonitorForce::a::5,pr,bleu,0.0
vector,50,PersonalizeForce::a::7,content,context_recall_id,0.16666666666666666
vector,50,PersonalizeForce::a::7,content,bleu,0.014072647612067786
vector,50,MonitorForce::a::5,pr,rouge,0.045454545454545456
vector,50,PersonalizeForce::a::7,content,context_precision_nonllm,0.09813097652608918
vector,50,LeadForce::a::5,content,context_recall_nonllm,0.0
vector,50,PersonalizeForce::a::7,content,string_similarity,0.24660194174757277
vector,50,PersonalizeForce::a::7,content,rouge,0.1851851851851852
vector,50,PersonalizeForce::a::7,content,exact_match,0.0
vector,50,PersonalizeForce::a::7,content,context_recall_nonllm,0.16666666666666666
vector,50,PersonalizeForce::a::7,content,chrf,0.29927095399056586
vector,50,PersonalizeForce::a::7,content,string_presence,0.0
vector,50,PitchForce::a::6,content,context_precision_id,0.06
vector,50,PitchForce::a::6,content,context_recall_id,0.03333333333333333
vector,50,PitchForce::a::6,content,string_similarity,0.29051094890510953
vector,50,PitchForce::a::6,content,bleu,0.12354421779202159
vector,50,PitchForce::a::6,content,rouge,0.24752475247524752
vector,50,PitchForce::a::6,content,chrf,0.3838739675932643
vector,50,PitchForce::a::6,content,string_presence,0.0
vector,50,PitchForce::a::6,content,context_precision_nonllm,0.11239316238941596
vector,50,ProposalForce::a::11,content,context_precision_id,0.02
vector,50,ProposalForce::a::11,content,context_recall_id,0.08333333333333333
vector,50,PitchForce::a::6,content,context_recall_nonllm,0.03333333333333333
vector,50,PitchForce::a::6,content,exact_match,0.0
vector,50,ProposalForce::a::11,content,bleu,0.04576653674067186
vector,50,ProposalForce::a::11,content,context_precision_nonllm,0.10262487128641326
vector,50,ProposalForce::a::11,content,chrf,0.3162909844896835
vector,50,ProposalForce::a::11,content,exact_match,0.0
vector,50,ProposalForce::a::11,content,context_recall_nonllm,0.08333333333333333
vector,50,ProposalForce::a::11,content,string_similarity,0.18584070796460173
vector,50,ProposalForce::a::11,content,rouge,0.15819209039548024
vector,50,SearchFlow::a::12,content,context_precision_id,0.16
vector,50,SearchFlow::a::12,content,chrf,0.5509243518285543
vector,50,SearchFlow::a::12,content,string_similarity,0.27244582043343657
vector,50,SearchFlow::a::12,content,rouge,0.2714285714285714
vector,50,SearchFlow::a::12,content,string_presence,0.0
vector,50,ProposalForce::a::11,content,string_presence,0.0
vector,50,SearchFlow::a::12,content,exact_match,0.0
vector,50,SearchForce::a::7,company,context_precision_id,0.0
vector,50,SearchFlow::a::12,content,bleu,0.113561415918096
vector,50,SearchFlow::a::12,content,context_recall_id,0.10256410256410256
vector,50,SearchForce::a::7,company,string_similarity,0.0539083557951483
vector,50,SearchForce::a::7,company,context_recall_id,0.0
vector,50,SearchForce::a::7,company,chrf,0.08525683026132304
vector,50,SearchForce::a::7,company,bleu,0.0
vector,50,SearchForce::a::7,company,rouge,0.0
vector,50,SearchForce::a::7,company,string_presence,0.0
vector,50,SearchForce::a::7,company,exact_match,0.0
vector,50,SearchFlow::a::12,content,context_precision_nonllm,0.45670882935937046
vector,50,SearchForce::a::7,company,context_recall_nonllm,0.0
vector,50,SecurityForce::a::7,content,context_recall_id,0.12658227848101267
vector,50,SecurityForce::a::7,content,context_precision_id,0.2
vector,50,SecurityForce::a::7,content,string_similarity,0.3193612774451098
vector,50,SecurityForce::a::7,content,bleu,0.13967782620976088
vector,50,SecurityForce::a::7,content,chrf,0.5803752159725424
vector,50,SearchFlow::a::12,content,context_recall_nonllm,0.10256410256410256
vector,50,SecurityForce::a::7,content,rouge,0.33858267716535434
vector,50,SecurityForce::a::7,content,string_presence,0.0
vector,50,SecurityForce::a::7,content,exact_match,0.0
vector,50,SentimentForce::a::8,person,context_precision_id,0.06
vector,50,SentimentForce::a::8,person,context_recall_id,0.03296703296703297
vector,50,SearchForce::a::7,company,context_precision_nonllm,0.0
vector,50,SecurityForce::a::7,content,context_precision_nonllm,0.2035128614055631
vector,50,SentimentForce::a::8,person,string_similarity,0.03233830845771146
vector,50,SentimentForce::a::8,person,bleu,0.0
vector,50,SentimentForce::a::8,person,exact_match,0.0
vector,50,SecurityForce::a::7,content,context_recall_nonllm,0.12658227848101267
vector,50,SentimentForce::a::8,person,rouge,0.05970149253731343
vector,50,SentimentForce::a::8,person,context_recall_nonllm,0.04395604395604396
vector,50,SentimentForce::a::8,person,string_presence,0.0
vector,50,SentimentForce::a::8,person,chrf,0.06256894776788328
vector,50,SummarizeForce::a::11,person,context_recall_id,0.0875
vector,50,SummarizeForce::a::11,person,string_similarity,0.048387096774193505
vector,50,SummarizeForce::a::11,person,bleu,0.01934128130734001
vector,50,SentimentForce::a::8,person,context_precision_nonllm,0.3422322775195505
vector,50,SummarizeForce::a::11,person,chrf,0.15377778223932093
vector,50,SummarizeForce::a::11,person,string_presence,0.0
vector,50,SummarizeForce::a::11,person,exact_match,0.0
vector,50,SummarizeForce::a::11,person,context_precision_id,0.14
vector,50,SummarizeForce::a::11,person,context_recall_nonllm,0.1
vector,50,SupportForce::a::5,content,context_recall_id,0.0
vector,50,SupportForce::a::5,content,bleu,0.0024112703453651003
vector,50,SupportForce::a::5,content,context_precision_nonllm,0.0
vector,50,SupportForce::a::5,content,context_recall_nonllm,0.0
vector,50,SupportForce::a::5,content,rouge,0.020100502512562814
vector,50,SupportForce::a::5,content,context_precision_id,0.0
vector,50,SupportForce::a::5,content,chrf,0.1709440322785033
vector,50,TrendForce::a::9,company,context_precision_id,0.04
vector,50,SupportForce::a::5,content,string_presence,0.0
vector,50,SupportForce::a::5,content,exact_match,0.0
vector,50,SummarizeForce::a::11,person,rouge,0.06802721088435375
vector,50,TrendForce::a::9,company,bleu,0.0
vector,50,TrendForce::a::9,company,string_similarity,0.07744874715261962
vector,50,SupportForce::a::5,content,string_similarity,0.10178710178710182
vector,50,TrendForce::a::9,company,context_recall_id,0.022727272727272728
vector,50,TrendForce::a::9,company,exact_match,0.0
vector,50,TrendForce::a::9,company,rouge,0.0
vector,50,TrendForce::a::9,company,chrf,0.08498854319309185
vector,50,VizForce::a::16,url,context_recall_id,0.04597701149425287
vector,50,TrendForce::a::9,company,string_presence,0.0
vector,50,VizForce::a::16,url,context_precision_id,0.08
vector,50,VizForce::a::16,url,string_similarity,0.27969348659003834
vector,50,TrendForce::a::9,company,context_recall_nonllm,0.022727272727272728
vector,50,VizForce::a::16,url,chrf,0.5313109525002001
vector,50,TrendForce::a::9,company,context_precision_nonllm,0.05846153845861539
vector,50,VizForce::a::16,url,exact_match,0.0
vector,50,VizForce::a::16,url,string_presence,0.0
vector,50,WorkFlowGenie::a::11,pr,context_recall_id,0.16666666666666666
vector,50,VizForce::a::16,url,bleu,0.3037050678133966
vector,50,WorkFlowGenie::a::11,pr,context_precision_id,0.08
vector,50,VizForce::a::16,url,rouge,0.39215686274509803
vector,50,SummarizeForce::a::11,person,context_precision_nonllm,0.20363343253713712
vector,50,WorkFlowGenie::a::11,pr,bleu,0.22436571657855098
vector,50,VizForce::a::16,url,context_recall_nonllm,0.04597701149425287
vector,50,WorkFlowGenie::a::11,pr,context_precision_nonllm,0.3001879699173073
vector,50,WorkFlowGenie::a::11,pr,context_recall_nonllm,0.16666666666666666
vector,50,WorkFlowGenie::a::11,pr,string_similarity,0.03963963963963968
vector,50,WorkFlowGenie::a::11,pr,chrf,0.18484416182604646
vector,50,WorkFlowGenie::a::11,pr,rouge,0.08092485549132947
vector,50,WorkFlowGenie::a::11,pr,string_presence,1.0
vector,50,WorkFlowGenie::a::11,pr,exact_match,0.0
vector,50,ActionGenie::a::5,content,context_precision_id,0.16
vector,50,ActionGenie::a::5,content,context_recall_id,0.20512820512820512
vector,50,ActionGenie::a::5,content,string_similarity,0.2316926770708283
vector,50,ActionGenie::a::5,content,bleu,0.013607016614799176
vector,50,ActionGenie::a::5,content,exact_match,0.0
vector,50,ActionGenie::a::5,content,rouge,0.15757575757575756
vector,50,ActionGenie::a::5,content,chrf,0.3584686753047841
vector,50,ActionGenie::a::5,content,string_presence,0.0
vector,50,AnomalyForce::a::17,person,context_precision_id,0.34
vector,50,VizForce::a::16,url,context_precision_nonllm,0.09196111955190564
vector,50,AnomalyForce::a::17,person,context_recall_id,0.12878787878787878
vector,50,AnomalyForce::a::17,person,chrf,0.08546215624531142
vector,50,AnomalyForce::a::17,person,bleu,0.014005547834201399
vector,50,AnomalyForce::a::17,person,rouge,0.04545454545454545
vector,50,ActionGenie::a::5,content,context_precision_nonllm,0.3785714285666964
vector,50,AnomalyForce::a::17,person,string_similarity,0.020270270270270285
vector,50,ActionGenie::a::5,content,context_recall_nonllm,0.20512820512820512
vector,50,AnomalyForce::a::17,person,exact_match,0.0
vector,50,AutoTuneForce::a::12,content,context_recall_id,0.10810810810810811
vector,50,AnomalyForce::a::17,person,string_presence,1.0
vector,50,AutoTuneForce::a::12,content,context_precision_id,0.08
vector,50,AutoTuneForce::a::12,content,string_similarity,0.11480362537764355
vector,50,AutoTuneForce::a::12,content,chrf,0.21966778425592579
vector,50,AutoTuneForce::a::12,content,bleu,0.019146030690102515
vector,50,AutoTuneForce::a::12,content,rouge,0.06493506493506493
vector,50,AutoTuneForce::a::12,content,exact_match,0.0
vector,50,AutoTuneForce::a::12,content,string_presence,0.0
vector,50,AnomalyForce::a::17,person,context_recall_nonllm,0.16666666666666666
vector,50,CoachForce::a::11,pr,context_precision_id,0.08
vector,50,AutoTuneForce::a::12,content,context_precision_nonllm,0.14335228085048896
vector,50,CoachForce::a::11,pr,context_recall_id,0.0975609756097561
vector,50,CoachForce::a::11,pr,string_similarity,0.19683655536028122
vector,50,CoachForce::a::11,pr,bleu,0.18950924765165925
vector,50,AutoTuneForce::a::12,content,context_recall_nonllm,0.1891891891891892
vector,50,CoachForce::a::11,pr,context_precision_nonllm,0.14899036537443683
vector,50,CoachForce::a::11,pr,rouge,0.25925925925925924
vector,50,CoachForce::a::11,pr,chrf,0.4637729022534722
vector,50,CoachForce::a::11,pr,exact_match,0.0
vector,50,CollaborateForce::a::19,pr,context_recall_id,0.19298245614035087
vector,50,AnomalyForce::a::17,person,context_precision_nonllm,0.5063669997075337
vector,50,CoachForce::a::11,pr,string_presence,0.0
vector,50,CollaborateForce::a::19,pr,context_precision_id,0.22
vector,50,CollaborateForce::a::19,pr,string_similarity,0.14304635761589402
vector,50,CollaborateForce::a::19,pr,rouge,0.2096774193548387
vector,50,CollaborateForce::a::19,pr,bleu,0.25031161071368796
vector,50,CollaborateForce::a::19,pr,chrf,0.47812355097205317
vector,50,CollaborateForce::a::19,pr,exact_match,0.0
vector,50,CollaborateForce::a::19,pr,string_presence,0.0
vector,50,CoachForce::a::11,pr,context_recall_nonllm,0.12195121951219512
vector,50,CollaborationForce::a::12,content,context_precision_id,0.0
vector,50,CollaborationForce::a::12,content,context_recall_id,0.0
vector,50,CollaborationForce::a::12,content,string_similarity,0.1282940360610264
vector,50,CollaborationForce::a::12,content,chrf,0.19644110385715755
vector,50,CollaborateForce::a::19,pr,context_precision_nonllm,0.6975000878406993
vector,50,CollaborateForce::a::19,pr,context_recall_nonllm,0.19298245614035087
vector,50,CollaborationForce::a::12,content,rouge,0.034482758620689655
vector,50,CollaborationForce::a::12,content,exact_match,0.0
vector,50,ConnectForce::a::7,pr,context_recall_id,0.10714285714285714
vector,50,CollaborationForce::a::12,content,string_presence,0.0
vector,50,CollaborationForce::a::12,content,bleu,0.0
vector,50,ConnectForce::a::7,pr,string_similarity,0.0435643564356436
vector,50,ConnectForce::a::7,pr,context_precision_id,0.06
vector,50,ConnectForce::a::7,pr,bleu,0.011993481292529619
vector,50,ConnectForce::a::7,pr,chrf,0.20173699830897576
vector,50,ConnectForce::a::7,pr,context_recall_nonllm,0.10714285714285714
vector,50,ConnectForce::a::7,pr,context_precision_nonllm,0.1010378510344831
vector,50,ConnectForce::a::7,pr,string_presence,1.0
vector,50,ContentForce::a::11,content,context_recall_id,0.16666666666666666
vector,50,ContentForce::a::11,content,context_precision_id,0.06
vector,50,ConnectForce::a::7,pr,rouge,0.08383233532934131
vector,50,ConnectForce::a::7,pr,exact_match,0.0
vector,50,ContentForce::a::11,content,string_similarity,0.06333333333333335
vector,50,ContentForce::a::11,content,bleu,0.0
vector,50,ContentForce::a::11,content,rouge,0.05150214592274678
vector,50,ContentForce::a::11,content,exact_match,0.0
vector,50,ContentForce::a::11,content,context_precision_nonllm,0.06455026454811287
vector,50,ContentForce::a::11,content,context_recall_nonllm,0.16666666666666666
vector,50,ContentForce::a::11,content,string_presence,0.0
vector,50,ContextForce::a::22,person,context_recall_id,0.04878048780487805
vector,50,ContentForce::a::11,content,chrf,0.15444342186915141
vector,50,ContextForce::a::22,person,string_similarity,0.02761627906976749
vector,50,ContextForce::a::22,person,bleu,0.0
vector,50,ContextForce::a::22,person,context_precision_nonllm,0.17624735470785097
vector,50,CollaborationForce::a::12,content,context_precision_nonllm,0.0
vector,50,ContextForce::a::22,person,chrf,0.04133850507765959
vector,50,ContextForce::a::22,person,exact_match,0.0
vector,50,ContextForce::a::22,person,context_precision_id,0.08
vector,50,ContextForce::a::22,person,string_presence,0.0
vector,50,EdgeForce::a::12,content,context_precision_id,0.1
vector,50,EdgeForce::a::12,content,context_recall_id,0.3333333333333333
vector,50,ContextForce::a::22,person,rouge,0.016806722689075633
vector,50,ContextForce::a::22,person,context_recall_nonllm,0.10975609756097561
vector,50,CollaborationForce::a::12,content,context_recall_nonllm,0.0
vector,50,EdgeForce::a::12,content,context_recall_nonllm,0.3333333333333333
vector,50,EdgeForce::a::12,content,bleu,0.025666008552492327
vector,50,EdgeForce::a::12,content,string_similarity,0.14575645756457567
vector,50,EdgeForce::a::12,content,context_precision_nonllm,0.5968115941909623
vector,50,EdgeForce::a::12,content,rouge,0.13333333333333333
vector,50,EdgeForce::a::12,content,exact_match,0.0
vector,50,EdgeForce::a::12,content,chrf,0.35762089216806503
vector,50,EdgeForce::a::12,content,string_presence,0.0
vector,50,ExplainabilityForce::a::7,pr,context_precision_id,0.14
vector,50,ExplainabilityForce::a::7,pr,bleu,0.18558788266795456
vector,50,ExplainabilityForce::a::7,pr,string_similarity,0.047670639219934974
vector,50,ExplainabilityForce::a::7,pr,context_recall_id,0.23333333333333334
vector,50,ExplainabilityForce::a::7,pr,rouge,0.0945945945945946
vector,50,ExplainabilityForce::a::7,pr,chrf,0.2185207522153779
vector,50,FeedbackForce::a::6,content,context_recall_id,0.03571428571428571
vector,50,ExplainabilityForce::a::7,pr,string_presence,1.0
vector,50,ExplainabilityForce::a::7,pr,exact_match,0.0
vector,50,FeedbackForce::a::6,content,context_precision_id,0.02
vector,50,ExplainabilityForce::a::7,pr,context_precision_nonllm,0.5967870452224744
vector,50,ExplainabilityForce::a::7,pr,context_recall_nonllm,0.26666666666666666
vector,50,FeedbackForce::a::6,content,bleu,0.006693094616901898
vector,50,FeedbackForce::a::6,content,exact_match,0.0
vector,50,FeedbackForce::a::6,content,string_similarity,0.13097345132743365
vector,50,FeedbackForce::a::6,content,chrf,0.21643733917565247
vector,50,FeedbackForce::a::6,content,context_precision_nonllm,0.09999999999
vector,50,FeedbackForce::a::6,content,string_presence,0.0
vector,50,FlowForce::a::12,content,context_precision_id,0.08
vector,50,FeedbackForce::a::6,content,rouge,0.08421052631578949
vector,50,FlowForce::a::12,content,context_recall_id,0.25
vector,50,FlowForce::a::12,content,chrf,0.08660150235098643
vector,50,FlowForce::a::12,content,bleu,0.002746151254781731
vector,50,FlowForce::a::12,content,rouge,0.07453416149068323
vector,50,FlowForce::a::12,content,exact_match,0.0
vector,50,FlowForce::a::12,content,string_similarity,0.033333333333333326
vector,50,FlowForce::a::12,content,context_recall_nonllm,0.25
vector,50,ForecastForce::a::24,company,context_precision_id,0.04
vector,50,ForecastForce::a::24,company,context_recall_id,0.044444444444444446
vector,50,FeedbackForce::a::6,content,context_recall_nonllm,0.03571428571428571
vector,50,ForecastForce::a::24,company,context_precision_nonllm,0.742892844833803
vector,50,ForecastForce::a::24,company,string_similarity,0.03821656050955413
vector,50,FlowForce::a::12,content,context_precision_nonllm,0.43192331477181917
vector,50,ForecastForce::a::24,company,rouge,0.0
vector,50,FlowForce::a::12,content,string_presence,0.0
vector,50,ForecastForce::a::24,company,bleu,0.0
vector,50,ForecastForce::a::24,company,chrf,0.05358006637713018
vector,50,ForecastForce::a::24,company,exact_match,0.0
vector,50,InsightForce::a::6,content,context_recall_id,0.02127659574468085
vector,50,ForecastForce::a::24,company,string_presence,0.0
vector,50,InsightForce::a::6,content,string_similarity,0.23583180987202923
vector,50,InsightForce::a::6,content,bleu,0.012883136875559024
