arm,k,question_id,type,metric,value
vector,50,MonitorForce::a::5,pr,exact_match,0.0
vector,50,MonitorForce::a::5,pr,string_presence,0.0
vector,50,PitchForce::a::6,content,context_precision_id,0.06
vector,50,PitchForce::a::6,content,context_recall_id,0.03333333333333333
vector,50,PitchForce::a::6,content,context_precision_nonllm,0.11239316238941595
vector,50,PitchForce::a::6,content,context_recall_nonllm,0.03333333333333333
vector,50,PitchForce::a::6,content,string_similarity,0.2838235294117647
vector,50,PitchForce::a::6,content,bleu,0.0336131839383324
vector,50,PitchForce::a::6,content,rouge,0.21621621621621623
vector,50,PitchForce::a::6,content,chrf,0.29554696666640956
vector,50,PitchForce::a::6,content,exact_match,0.0
vector,50,PitchForce::a::6,content,string_presence,0.0
vector,50,SearchForce::a::7,company,context_precision_id,0.0
vector,50,SearchForce::a::7,company,context_recall_id,0.0
vector,50,SearchForce::a::7,company,context_precision_nonllm,0.0
vector,50,SearchForce::a::7,company,context_recall_nonllm,0.0
vector,50,SearchForce::a::7,company,string_similarity,0.05747126436781613
vector,50,SearchForce::a::7,company,bleu,0.0
vector,50,SearchForce::a::7,company,rouge,0.0
vector,50,SearchForce::a::7,company,chrf,0.07896499797168376
vector,50,SearchForce::a::7,company,exact_match,0.0
vector,50,SearchForce::a::7,company,string_presence,0.0
vector,50,SentimentForce::a::8,person,context_precision_id,0.06
vector,50,SentimentForce::a::8,person,context_recall_id,0.03296703296703297
vector,50,SentimentForce::a::8,person,context_precision_nonllm,0.34223227751955054
vector,50,SentimentForce::a::8,person,context_recall_nonllm,0.04395604395604396
vector,50,SentimentForce::a::8,person,string_similarity,0.0513833992094862
vector,50,SentimentForce::a::8,person,bleu,0.0
vector,50,SentimentForce::a::8,person,rouge,0.09090909090909091
vector,50,SentimentForce::a::8,person,chrf,0.0864225378046942
vector,50,SentimentForce::a::8,person,exact_match,0.0
vector,50,SentimentForce::a::8,person,string_presence,0.0
vector,50,SummarizeForce::a::11,person,context_precision_id,0.14
vector,50,SummarizeForce::a::11,person,context_recall_id,0.0875
vector,50,SummarizeForce::a::11,person,context_precision_nonllm,0.20363343253713714
vector,50,SummarizeForce::a::11,person,context_recall_nonllm,0.1
vector,50,SummarizeForce::a::11,person,string_similarity,0.11846689895470386
vector,50,SummarizeForce::a::11,person,bleu,0.0
vector,50,SummarizeForce::a::11,person,rouge,0.1090909090909091
vector,50,SummarizeForce::a::11,person,chrf,0.17888633332572088
vector,50,SummarizeForce::a::11,person,exact_match,0.0
vector,50,SummarizeForce::a::11,person,string_presence,0.0
vector,50,SupportForce::a::5,content,context_precision_id,0.0
vector,50,SupportForce::a::5,content,context_recall_id,0.0
vector,50,SupportForce::a::5,content,context_precision_nonllm,0.0
vector,50,SupportForce::a::5,content,context_recall_nonllm,0.0
vector,50,SupportForce::a::5,content,string_similarity,0.16959064327485385
vector,50,SupportForce::a::5,content,bleu,0.014445809981770858
vector,50,SupportForce::a::5,content,rouge,0.044444444444444446
vector,50,SupportForce::a::5,content,chrf,0.16684350797366596
vector,50,SupportForce::a::5,content,exact_match,0.0
vector,50,SupportForce::a::5,content,string_presence,0.0
vector,50,TrendForce::a::9,company,context_precision_id,0.04
vector,50,TrendForce::a::9,company,context_recall_id,0.022727272727272728
vector,50,TrendForce::a::9,company,context_precision_nonllm,0.05846153845861539
vector,50,TrendForce::a::9,company,context_recall_nonllm,0.022727272727272728
vector,50,TrendForce::a::9,company,string_similarity,0.17886178861788615
vector,50,TrendForce::a::9,company,bleu,0.0
vector,50,TrendForce::a::9,company,rouge,0.0
vector,50,TrendForce::a::9,company,chrf,0.13342159333450204
vector,50,TrendForce::a::9,company,exact_match,0.0
vector,50,TrendForce::a::9,company,string_presence,0.0
vector,50,VizForce::a::16,url,context_precision_id,0.08
vector,50,VizForce::a::16,url,context_recall_id,0.04597701149425287
vector,50,VizForce::a::16,url,context_precision_nonllm,0.09196111955190564
vector,50,VizForce::a::16,url,context_recall_nonllm,0.04597701149425287
vector,50,VizForce::a::16,url,string_similarity,0.6372549019607843
vector,50,VizForce::a::16,url,bleu,0.568902250089698
vector,50,VizForce::a::16,url,rouge,0.8
vector,50,VizForce::a::16,url,chrf,0.6610536506821779
vector,50,VizForce::a::16,url,exact_match,0.0
vector,50,VizForce::a::16,url,string_presence,0.0
vector,50,WorkFlowGenie::a::11,pr,context_precision_id,0.08
vector,50,WorkFlowGenie::a::11,pr,context_recall_id,0.16666666666666666
vector,50,WorkFlowGenie::a::11,pr,context_precision_nonllm,0.3001879699173073
vector,50,WorkFlowGenie::a::11,pr,context_recall_nonllm,0.16666666666666666
vector,50,WorkFlowGenie::a::11,pr,string_similarity,0.11311053984575836
vector,50,WorkFlowGenie::a::11,pr,bleu,0.1394240876249824
vector,50,WorkFlowGenie::a::11,pr,rouge,0.23333333333333334
vector,50,WorkFlowGenie::a::11,pr,chrf,0.3955679924706874
vector,50,WorkFlowGenie::a::11,pr,exact_match,0.0
vector,50,WorkFlowGenie::a::11,pr,string_presence,1.0
vector,50,ActionGenie::a::5,content,context_precision_id,0.16
vector,50,ActionGenie::a::5,content,context_recall_id,0.20512820512820512
vector,50,ActionGenie::a::5,content,context_precision_nonllm,0.37857142856669646
vector,50,ActionGenie::a::5,content,context_recall_nonllm,0.20512820512820512
vector,50,ActionGenie::a::5,content,string_similarity,0.28338762214983715
vector,50,ActionGenie::a::5,content,bleu,0.005060561140981225
vector,50,ActionGenie::a::5,content,rouge,0.20253164556962025
vector,50,ActionGenie::a::5,content,chrf,0.31587761828025984
vector,50,ActionGenie::a::5,content,exact_match,0.0
vector,50,ActionGenie::a::5,content,string_presence,0.0
vector,50,AnomalyForce::a::17,person,context_precision_id,0.34
vector,50,AnomalyForce::a::17,person,context_recall_id,0.12878787878787878
vector,50,AnomalyForce::a::17,person,context_precision_nonllm,0.5063669997075338
vector,50,AnomalyForce::a::17,person,context_recall_nonllm,0.16666666666666666
vector,50,AnomalyForce::a::17,person,string_similarity,0.33333333333333337
vector,50,AnomalyForce::a::17,person,bleu,0.0
vector,50,AnomalyForce::a::17,person,rouge,0.5
vector,50,AnomalyForce::a::17,person,chrf,0.18063973063973063
vector,50,AnomalyForce::a::17,person,exact_match,0.0
vector,50,AnomalyForce::a::17,person,string_presence,0.0
vector,50,CoachForce::a::11,pr,context_precision_id,0.08
vector,50,CoachForce::a::11,pr,context_recall_id,0.0975609756097561
vector,50,CoachForce::a::11,pr,context_precision_nonllm,0.14899036537443683
vector,50,CoachForce::a::11,pr,context_recall_nonllm,0.12195121951219512
vector,50,CoachForce::a::11,pr,string_similarity,0.15808823529411764
vector,50,CoachForce::a::11,pr,bleu,0.0
vector,50,CoachForce::a::11,pr,rouge,0.0
vector,50,CoachForce::a::11,pr,chrf,0.1223763717966678
vector,50,CoachForce::a::11,pr,exact_match,0.0
vector,50,CoachForce::a::11,pr,string_presence,0.0
vector,50,CollaborationForce::a::12,content,context_precision_id,0.0
vector,50,CollaborationForce::a::12,content,context_recall_id,0.0
vector,50,CollaborationForce::a::12,content,context_precision_nonllm,0.0
vector,50,CollaborationForce::a::12,content,context_recall_nonllm,0.0
vector,50,CollaborationForce::a::12,content,string_similarity,0.24010554089709768
vector,50,CollaborationForce::a::12,content,bleu,0.020837289954869335
vector,50,CollaborationForce::a::12,content,rouge,0.07692307692307693
vector,50,CollaborationForce::a::12,content,chrf,0.258933294734776
vector,50,CollaborationForce::a::12,content,exact_match,0.0
vector,50,CollaborationForce::a::12,content,string_presence,0.0
vector,50,ConnectForce::a::7,pr,context_precision_id,0.06
vector,50,ConnectForce::a::7,pr,context_recall_id,0.10714285714285714
vector,50,ConnectForce::a::7,pr,context_precision_nonllm,0.1010378510344831
vector,50,ConnectForce::a::7,pr,context_recall_nonllm,0.10714285714285714
vector,50,ConnectForce::a::7,pr,string_similarity,0.06353591160220995
vector,50,ConnectForce::a::7,pr,bleu,0.0
vector,50,ConnectForce::a::7,pr,rouge,0.0
vector,50,ConnectForce::a::7,pr,chrf,0.09700456565377018
vector,50,ConnectForce::a::7,pr,exact_match,0.0
vector,50,ConnectForce::a::7,pr,string_presence,0.0
vector,50,ContentForce::a::11,content,context_precision_id,0.06
vector,50,ContentForce::a::11,content,context_recall_id,0.16666666666666666
vector,50,ContentForce::a::11,content,context_precision_nonllm,0.06455026454811287
vector,50,ContentForce::a::11,content,context_recall_nonllm,0.16666666666666666
vector,50,ContentForce::a::11,content,string_similarity,0.16699801192842945
vector,50,ContentForce::a::11,content,bleu,0.01919283019272332
vector,50,ContentForce::a::11,content,rouge,0.1411764705882353
vector,50,ContentForce::a::11,content,chrf,0.32538142448604535
vector,50,ContentForce::a::11,content,exact_match,0.0
vector,50,ContentForce::a::11,content,string_presence,0.0
vector,50,ContextForce::a::22,person,context_precision_id,0.08
vector,50,ContextForce::a::22,person,context_recall_id,0.04878048780487805
vector,50,ContextForce::a::22,person,context_precision_nonllm,0.17624735470785097
vector,50,ContextForce::a::22,person,context_recall_nonllm,0.10975609756097561
vector,50,ContextForce::a::22,person,string_similarity,0.035955056179775235
vector,50,ContextForce::a::22,person,bleu,0.0
vector,50,ContextForce::a::22,person,rouge,0.0
vector,50,ContextForce::a::22,person,chrf,0.03191554697688986
vector,50,ContextForce::a::22,person,exact_match,0.0
vector,50,ContextForce::a::22,person,string_presence,0.0
vector,50,EdgeForce::a::12,content,context_precision_id,0.1
vector,50,EdgeForce::a::12,content,context_recall_id,0.3333333333333333
vector,50,EdgeForce::a::12,content,context_precision_nonllm,0.5968115941909623
vector,50,EdgeForce::a::12,content,context_recall_nonllm,0.3333333333333333
vector,50,EdgeForce::a::12,content,string_similarity,0.2857142857142857
vector,50,EdgeForce::a::12,content,bleu,0.05140605965437982
vector,50,EdgeForce::a::12,content,rouge,0.3896103896103896
vector,50,EdgeForce::a::12,content,chrf,0.5364853211441568
vector,50,EdgeForce::a::12,content,exact_match,0.0
vector,50,EdgeForce::a::12,content,string_presence,0.0
vector,50,ExplainabilityForce::a::7,pr,context_precision_id,0.14
vector,50,ExplainabilityForce::a::7,pr,context_recall_id,0.23333333333333334
vector,50,ExplainabilityForce::a::7,pr,context_precision_nonllm,0.5967870452224745
vector,50,ExplainabilityForce::a::7,pr,context_recall_nonllm,0.26666666666666666
vector,50,ExplainabilityForce::a::7,pr,string_similarity,0.06860158311345643
vector,50,ExplainabilityForce::a::7,pr,bleu,0.0
vector,50,ExplainabilityForce::a::7,pr,rouge,0.054794520547945216
vector,50,ExplainabilityForce::a::7,pr,chrf,0.12721344437825816
vector,50,ExplainabilityForce::a::7,pr,exact_match,0.0
vector,50,ExplainabilityForce::a::7,pr,string_presence,0.0
vector,50,FeedbackForce::a::6,content,context_precision_id,0.02
vector,50,FeedbackForce::a::6,content,context_recall_id,0.03571428571428571
vector,50,FeedbackForce::a::6,content,context_precision_nonllm,0.09999999999
vector,50,FeedbackForce::a::6,content,context_recall_nonllm,0.03571428571428571
vector,50,FeedbackForce::a::6,content,string_similarity,0.19494584837545126
vector,50,FeedbackForce::a::6,content,bleu,0.02426532257432171
vector,50,FeedbackForce::a::6,content,rouge,0.1111111111111111
vector,50,FeedbackForce::a::6,content,chrf,0.2368454998407306
vector,50,FeedbackForce::a::6,content,exact_match,0.0
vector,50,FeedbackForce::a::6,content,string_presence,0.0
vector,50,FlowForce::a::12,content,context_precision_id,0.08
vector,50,FlowForce::a::12,content,context_recall_id,0.25
vector,50,FlowForce::a::12,content,context_precision_nonllm,0.43192331477181917
vector,50,FlowForce::a::12,content,context_recall_nonllm,0.25
vector,50,FlowForce::a::12,content,string_similarity,0.05893186003683237
vector,50,FlowForce::a::12,content,bleu,0.005141855720375891
vector,50,FlowForce::a::12,content,rouge,0.1411764705882353
vector,50,FlowForce::a::12,content,chrf,0.15299671303860687
vector,50,FlowForce::a::12,content,exact_match,0.0
vector,50,FlowForce::a::12,content,string_presence,0.0
vector,50,FlowForce::a::3,person,semantic_similarity,0.24475627209450077
vector,50,FlowForce::a::3,person,faithfulness,0.0
vector,50,FlowForce::a::3,person,answer_correctness,0.06118906802362519
vector,50,FlowForce::a::3,person,context_recall_llm,0.0
vector,50,InsightForce::a::5,content,semantic_similarity,0.4560751666932456
vector,50,InsightForce::a::5,content,faithfulness,1.0
vector,50,InsightForce::a::5,content,answer_correctness,0.39526879167331136
vector,50,InsightForce::a::5,content,context_recall_llm,1.0
vector,50,KnowledgeForce::a::4,content,semantic_similarity,0.23209482055851216
vector,50,KnowledgeForce::a::4,content,faithfulness,0.6666666666666666
vector,50,KnowledgeForce::a::4,content,answer_correctness,0.05802370513962804
vector,50,KnowledgeForce::a::4,content,context_recall_llm,1.0
vector,50,LeadForce::a::5,content,semantic_similarity,0.2507640236318763
vector,50,LeadForce::a::5,content,faithfulness,0.8
vector,50,LeadForce::a::5,content,answer_correctness,0.06269100590796907
vector,50,LeadForce::a::5,content,context_recall_llm,0.0
vector,50,MonitorForce::a::5,pr,semantic_similarity,0.2677467696145665
vector,50,MonitorForce::a::5,pr,faithfulness,1.0
vector,50,MonitorForce::a::5,pr,answer_correctness,0.06693669240364163
vector,50,MonitorForce::a::5,pr,context_recall_llm,0.0
vector,50,PitchForce::a::6,content,semantic_similarity,0.47788327192371505
vector,50,PitchForce::a::6,content,faithfulness,0.75
vector,50,PitchForce::a::6,content,answer_correctness,0.2266136751237859
vector,50,PitchForce::a::6,content,context_recall_llm,0.25
vector,50,SearchForce::a::7,company,semantic_similarity,0.22466237871279682
vector,50,SearchForce::a::7,company,faithfulness,1.0
vector,50,SearchForce::a::7,company,answer_correctness,0.056165594678199204
vector,50,SearchForce::a::7,company,context_recall_llm,0.0
vector,50,SentimentForce::a::8,person,semantic_similarity,0.2578662587664875
vector,50,SentimentForce::a::8,person,faithfulness,1.0
vector,50,SentimentForce::a::8,person,answer_correctness,0.06446656469162187
vector,50,SentimentForce::a::8,person,context_recall_llm,0.0
vector,50,SummarizeForce::a::11,person,semantic_similarity,0.2642184802411035
vector,50,SummarizeForce::a::11,person,faithfulness,1.0
vector,50,SummarizeForce::a::11,person,answer_correctness,0.06605462006027588
vector,50,SummarizeForce::a::11,person,context_recall_llm,0.6
vector,50,SupportForce::a::5,content,semantic_similarity,0.33164004583674245
vector,50,SupportForce::a::5,content,faithfulness,0.75
vector,50,SupportForce::a::5,content,answer_correctness,0.08291001145918561
vector,50,SupportForce::a::5,content,context_recall_llm,0.0
vector,50,TrendForce::a::9,company,semantic_similarity,0.34667406480696406
vector,50,TrendForce::a::9,company,faithfulness,1.0
vector,50,TrendForce::a::9,company,answer_correctness,0.08666851620174101
vector,50,TrendForce::a::9,company,context_recall_llm,0.0
vector,50,VizForce::a::16,url,semantic_similarity,0.9549788415376022
vector,50,VizForce::a::16,url,faithfulness,1.0
vector,50,VizForce::a::16,url,answer_correctness,0.8387447103844006
vector,50,VizForce::a::16,url,context_recall_llm,0.6666666666666666
vector,50,WorkFlowGenie::a::11,pr,semantic_similarity,0.4979853948954093
vector,50,WorkFlowGenie::a::11,pr,faithfulness,0.75
vector,50,WorkFlowGenie::a::11,pr,answer_correctness,0.42449634872385233
vector,50,WorkFlowGenie::a::11,pr,context_recall_llm,1.0
vector,50,ActionGenie::a::5,content,semantic_similarity,0.4775038830438256
vector,50,ActionGenie::a::5,content,faithfulness,0.6666666666666666
vector,50,ActionGenie::a::5,content,answer_correctness,0.1193759707609564
vector,50,ActionGenie::a::5,content,context_recall_llm,0.4
vector,50,AnomalyForce::a::17,person,semantic_similarity,0.8938078375460439
vector,50,AnomalyForce::a::17,person,faithfulness,0.0
vector,50,AnomalyForce::a::17,person,answer_correctness,0.22345195938651097
vector,50,AnomalyForce::a::17,person,context_recall_llm,0.0
vector,50,CoachForce::a::11,pr,semantic_similarity,0.315332078497514
vector,50,CoachForce::a::11,pr,faithfulness,0.6666666666666666
vector,50,CoachForce::a::11,pr,answer_correctness,0.0788330196243785
vector,50,CoachForce::a::11,pr,context_recall_llm,0.6666666666666666
vector,50,CollaborationForce::a::12,content,semantic_similarity,0.34440462552898543
vector,50,CollaborationForce::a::12,content,faithfulness,0.5555555555555556
vector,50,CollaborationForce::a::12,content,answer_correctness,0.08610115638224636
vector,50,CollaborationForce::a::12,content,context_recall_llm,0.0
vector,50,ConnectForce::a::7,pr,semantic_similarity,0.30132178416358407
vector,50,ConnectForce::a::7,pr,faithfulness,1.0
vector,50,ConnectForce::a::7,pr,answer_correctness,0.07533044604089602
vector,50,ConnectForce::a::7,pr,context_recall_llm,0.0
vector,50,ContentForce::a::11,content,semantic_similarity,0.35782267387519323
vector,50,ContentForce::a::11,content,faithfulness,0.8333333333333334
vector,50,ContentForce::a::11,content,answer_correctness,0.30374138275451257
vector,50,ContentForce::a::11,content,context_recall_llm,1.0
vector,50,ContextForce::a::22,person,semantic_similarity,0.2618887460568163
vector,50,ContextForce::a::22,person,faithfulness,0.8
vector,50,ContextForce::a::22,person,answer_correctness,0.06547218651420407
vector,50,ContextForce::a::22,person,context_recall_llm,0.0
vector,50,EdgeForce::a::12,content,semantic_similarity,0.6352549975420081
vector,50,EdgeForce::a::12,content,faithfulness,1.0
vector,50,EdgeForce::a::12,content,answer_correctness,0.7042682948400474
vector,50,EdgeForce::a::12,content,context_recall_llm,1.0
vector,50,ExplainabilityForce::a::7,pr,semantic_similarity,0.3376324524499316
vector,50,ExplainabilityForce::a::7,pr,faithfulness,0.8
vector,50,ExplainabilityForce::a::7,pr,answer_correctness,0.0844081131124829
vector,50,ExplainabilityForce::a::7,pr,context_recall_llm,1.0
vector,50,FeedbackForce::a::6,content,semantic_similarity,0.33693928772095855
vector,50,FeedbackForce::a::6,content,faithfulness,1.0
vector,50,FeedbackForce::a::6,content,answer_correctness,0.08423482193023964
vector,50,FeedbackForce::a::6,content,context_recall_llm,0.0
vector,50,FlowForce::a::12,content,semantic_similarity,0.25637110275784303
vector,50,FlowForce::a::12,content,faithfulness,1.0
vector,50,FlowForce::a::12,content,answer_correctness,0.25159277568946076
vector,50,FlowForce::a::12,content,context_recall_llm,1.0
vector,50,ActionGenie::a::0,person,context_precision_id,0.02
vector,50,ActionGenie::a::0,person,context_recall_id,0.058823529411764705
vector,50,ActionGenie::a::0,person,context_precision_nonllm,0.10795454544914773
vector,50,ActionGenie::a::0,person,context_recall_nonllm,0.11764705882352941
vector,50,ActionGenie::a::0,person,string_similarity,0.14448669201520914
vector,50,ActionGenie::a::0,person,bleu,0.0
vector,50,ActionGenie::a::0,person,rouge,0.0
vector,50,ActionGenie::a::0,person,chrf,0.06081643472818956
vector,50,ActionGenie::a::0,person,exact_match,0.0
vector,50,ActionGenie::a::0,person,string_presence,0.0
vector,50,AnomalyForce::a::0,content,context_precision_id,0.1
vector,50,AnomalyForce::a::0,content,context_recall_id,0.38461538461538464
vector,50,AnomalyForce::a::0,content,context_precision_nonllm,0.38532415267077924
vector,50,AnomalyForce::a::0,content,context_recall_nonllm,0.38461538461538464
vector,50,AnomalyForce::a::0,content,string_similarity,0.2678571428571429
vector,50,AnomalyForce::a::0,content,bleu,0.016525451894427178
vector,50,AnomalyForce::a::0,content,rouge,0.1794871794871795
vector,50,AnomalyForce::a::0,content,chrf,0.25117038374227263
vector,50,AnomalyForce::a::0,content,exact_match,0.0
vector,50,AnomalyForce::a::0,content,string_presence,0.0
vector,50,AutoTuneForce::a::0,person,context_precision_id,0.0
vector,50,AutoTuneForce::a::0,person,context_recall_id,0.0
vector,50,AutoTuneForce::a::0,person,context_precision_nonllm,0.0
vector,50,AutoTuneForce::a::0,person,context_recall_nonllm,0.0
vector,50,AutoTuneForce::a::0,person,string_similarity,0.05714285714285716
vector,50,AutoTuneForce::a::0,person,bleu,0.0
vector,50,AutoTuneForce::a::0,person,rouge,0.0
vector,50,AutoTuneForce::a::0,person,chrf,0.038672692567718006
vector,50,AutoTuneForce::a::0,person,exact_match,0.0
vector,50,AutoTuneForce::a::0,person,string_presence,0.0
vector,50,CoachForce::a::5,pr,context_precision_id,0.18
vector,50,CoachForce::a::5,pr,context_recall_id,0.34615384615384615
vector,50,CoachForce::a::5,pr,context_precision_nonllm,0.5779997329013534
vector,50,CoachForce::a::5,pr,context_recall_nonllm,0.34615384615384615
vector,50,CoachForce::a::5,pr,string_similarity,0.12452830188679243
vector,50,CoachForce::a::5,pr,bleu,0.0
vector,50,CoachForce::a::5,pr,rouge,0.06896551724137931
vector,50,CoachForce::a::5,pr,chrf,0.14165428514665332
vector,50,CoachForce::a::5,pr,exact_match,0.0
vector,50,CoachForce::a::5,pr,string_presence,0.0
vector,50,CollaborateForce::a::1,content,context_precision_id,0.02
vector,50,CollaborateForce::a::1,content,context_recall_id,0.08333333333333333
vector,50,CollaborateForce::a::1,content,context_precision_nonllm,0.06386054421609055
vector,50,CollaborateForce::a::1,content,context_recall_nonllm,0.16666666666666666
vector,50,CollaborateForce::a::1,content,string_similarity,0.25587467362924277
vector,50,CollaborateForce::a::1,content,bleu,0.007175280009891727
vector,50,CollaborateForce::a::1,content,rouge,0.1149425287356322
vector,50,CollaborateForce::a::1,content,chrf,0.2796278815021388
vector,50,CollaborateForce::a::1,content,exact_match,0.0
vector,50,CollaborateForce::a::1,content,string_presence,0.0
vector,50,CollaborationForce::a::6,pr,context_precision_id,0.16
vector,50,CollaborationForce::a::6,pr,context_recall_id,0.1702127659574468
vector,50,CollaborationForce::a::6,pr,context_precision_nonllm,0.7086933282949615
vector,50,CollaborationForce::a::6,pr,context_recall_nonllm,0.19148936170212766
vector,50,CollaborationForce::a::6,pr,string_similarity,0.7287234042553192
vector,50,CollaborationForce::a::6,pr,bleu,0.6729038333842352
vector,50,CollaborationForce::a::6,pr,rouge,0.7346938775510204
vector,50,CollaborationForce::a::6,pr,chrf,0.7568364251273668
vector,50,CollaborationForce::a::6,pr,exact_match,0.0
vector,50,CollaborationForce::a::6,pr,string_presence,0.0
vector,50,ContentForce::a::2,content,context_precision_id,0.04
vector,50,ContentForce::a::2,content,context_recall_id,0.16666666666666666
vector,50,ContentForce::a::2,content,context_precision_nonllm,0.11129687293607951
vector,50,ContentForce::a::2,content,context_recall_nonllm,0.16666666666666666
vector,50,ContentForce::a::2,content,string_similarity,0.2471910112359551
vector,50,ContentForce::a::2,content,bleu,0.012098248562911876
vector,50,ContentForce::a::2,content,rouge,0.14634146341463417
vector,50,ContentForce::a::2,content,chrf,0.24218366167746028
vector,50,ContentForce::a::2,content,exact_match,0.0
vector,50,ContentForce::a::2,content,string_presence,0.0
vector,50,EdgeForce::a::2,person,context_precision_id,0.0
vector,50,EdgeForce::a::2,person,context_recall_id,0.0
vector,50,EdgeForce::a::2,person,context_precision_nonllm,0.0
vector,50,EdgeForce::a::2,person,context_recall_nonllm,0.0
vector,50,EdgeForce::a::2,person,string_similarity,0.06896551724137934
vector,50,EdgeForce::a::2,person,bleu,0.0
vector,50,EdgeForce::a::2,person,rouge,0.0
vector,50,EdgeForce::a::2,person,chrf,0.04933155739726703
vector,50,EdgeForce::a::2,person,exact_match,0.0
vector,50,EdgeForce::a::2,person,string_presence,0.0
vector,50,FeedbackForce::a::5,content,context_precision_id,0.04
vector,50,FeedbackForce::a::5,content,context_recall_id,0.05714285714285714
vector,50,FeedbackForce::a::5,content,context_precision_nonllm,0.03938484620958364
vector,50,FeedbackForce::a::5,content,context_recall_nonllm,0.08571428571428572
vector,50,FeedbackForce::a::5,content,string_similarity,0.24789207419898818
vector,50,FeedbackForce::a::5,content,bleu,0.033637514758421874
vector,50,FeedbackForce::a::5,content,rouge,0.16260162601626016
vector,50,FeedbackForce::a::5,content,chrf,0.3868926922196661
vector,50,FeedbackForce::a::5,content,exact_match,0.0
vector,50,FeedbackForce::a::5,content,string_presence,0.0
vector,50,InsightForce::a::6,content,context_precision_id,0.02
vector,50,InsightForce::a::6,content,context_recall_id,0.02127659574468085
vector,50,InsightForce::a::6,content,context_precision_nonllm,0.053030303027651514
vector,50,InsightForce::a::6,content,context_recall_nonllm,0.02127659574468085
vector,50,InsightForce::a::6,content,string_similarity,0.25095057034220536
vector,50,InsightForce::a::6,content,bleu,0.04028296748301846
vector,50,InsightForce::a::6,content,rouge,0.15384615384615383
vector,50,InsightForce::a::6,content,chrf,0.32368243070242353
vector,50,InsightForce::a::6,content,exact_match,0.0
vector,50,InsightForce::a::6,content,string_presence,0.0
vector,50,KnowledgeForce::a::14,content,context_precision_id,0.04
vector,50,KnowledgeForce::a::14,content,context_recall_id,0.05263157894736842
vector,50,KnowledgeForce::a::14,content,context_precision_nonllm,0.14052287581230938
vector,50,KnowledgeForce::a::14,content,context_recall_nonllm,0.07894736842105263
vector,50,KnowledgeForce::a::14,content,string_similarity,0.21126760563380287
vector,50,KnowledgeForce::a::14,content,bleu,0.007730088097555401
vector,50,KnowledgeForce::a::14,content,rouge,0.10869565217391304
